# Gene Family	demo_Abundance-RPKs
UniRef90_A6L6D8	4.2782738095
UniRef90_A6L6D8|g__Bacteroides.s__Bacteroides_dorei	2.9761904762
UniRef90_A6L6D8|g__Bacteroides.s__Bacteroides_vulgatus	1.3020833333
UniRef90_A6L2G4	4.2735042735
UniRef90_A6L2G4|g__Bacteroides.s__Bacteroides_dorei	4.2735042735
UniRef90_A6L2I3	4.2735042735
UniRef90_A6L2I3|g__Bacteroides.s__Bacteroides_vulgatus	4.2735042735
UniRef90_C3R7K3	4.2735042735
UniRef90_C3R7K3|g__Bacteroides.s__Bacteroides_dorei	4.2735042735
UniRef90_I8WXR9	4.2735042735
UniRef90_I8WXR9|g__Bacteroides.s__Bacteroides_dorei	4.2735042735
UniRef90_R9HZT6	4.2735042735
UniRef90_R9HZT6|g__Bacteroides.s__Bacteroides_dorei	4.2735042735
UniRef90_R9I037	4.2735042735
UniRef90_R9I037|g__Bacteroides.s__Bacteroides_vulgatus	4.2735042735
UniRef90_A0A015UAR2	4.2553191489
UniRef90_A0A015UAR2|g__Bacteroides.s__Bacteroides_dorei	4.2553191489
UniRef90_D6CZ30	4.2553191489
UniRef90_D6CZ30|g__Bacteroides.s__Bacteroides_vulgatus	4.2553191489
UniRef90_R9HN44	4.2553191489
UniRef90_R9HN44|g__Bacteroides.s__Bacteroides_vulgatus	4.2553191489
UniRef90_A6L3I6	4.2517006803
UniRef90_A6L3I6|g__Bacteroides.s__Bacteroides_dorei	3.4013605442
UniRef90_A6L3I6|g__Bacteroides.s__Bacteroides_vulgatus	0.8503401361
UniRef90_C3PZ15	4.2517006803
UniRef90_C3PZ15|g__Bacteroides.s__Bacteroides_dorei	4.2517006803
UniRef90_J9FUZ5	4.2517006803
UniRef90_J9FUZ5|g__Bacteroides.s__Bacteroides_dorei	4.2517006803
UniRef90_A6L305	4.2462845011
UniRef90_A6L305|g__Bacteroides.s__Bacteroides_vulgatus	4.2462845011
UniRef90_A6L3T8	4.2462845011
UniRef90_A6L3T8|g__Bacteroides.s__Bacteroides_dorei	4.2462845011
UniRef90_E5VD77	4.2462845011
UniRef90_E5VD77|g__Bacteroides.s__Bacteroides_vulgatus	4.2462845011
UniRef90_Q8ABY6	4.2462845011
UniRef90_Q8ABY6|g__Bacteroides.s__Bacteroides_dorei	4.2462845011
UniRef90_R6IHM4	4.2462845011
UniRef90_R6IHM4|g__Bacteroides.s__Bacteroides_dorei	2.1231422505
UniRef90_R6IHM4|g__Bacteroides.s__Bacteroides_vulgatus	2.1231422505
UniRef90_R6IJ16	4.2462845011
UniRef90_R6IJ16|g__Bacteroides.s__Bacteroides_dorei	3.5385704176
UniRef90_R6IJ16|g__Bacteroides.s__Bacteroides_vulgatus	0.7077140835
UniRef90_R7P0T0	4.2462845011
UniRef90_R7P0T0|g__Bacteroides.s__Bacteroides_dorei	2.1231422505
UniRef90_R7P0T0|g__Bacteroides.s__Bacteroides_vulgatus	2.1231422505
UniRef90_R9I112	4.2462845011
UniRef90_R9I112|g__Bacteroides.s__Bacteroides_vulgatus	4.2462845011
UniRef90_R9HSG9	4.2372881356
UniRef90_R9HSG9|g__Bacteroides.s__Bacteroides_vulgatus	4.2372881356
UniRef90_A6L1E0	4.2352987984
UniRef90_A6L1E0|g__Bacteroides.s__Bacteroides_dorei	3.5290841092
UniRef90_A6L1E0|g__Bacteroides.s__Bacteroides_vulgatus	0.7062146893
UniRef90_E5UN35	4.2328042328
UniRef90_E5UN35|g__Bacteroides.s__Bacteroides_dorei	4.2328042328
UniRef90_R7P0B5	4.2328042328
UniRef90_R7P0B5|g__Bacteroides.s__Bacteroides_dorei	4.2328042328
UniRef90_R9H525	4.2301184433
UniRef90_R9H525|g__Bacteroides.s__Bacteroides_vulgatus	4.2301184433
UniRef90_A6KYQ5	4.2194092827
UniRef90_A6KYQ5|g__Bacteroides.s__Bacteroides_vulgatus	4.2194092827
UniRef90_A6L3M0	4.2194092827
UniRef90_A6L3M0|g__Bacteroides.s__Bacteroides_vulgatus	4.2194092827
UniRef90_I9G2N6	4.2194092827
UniRef90_I9G2N6|g__Bacteroides.s__Bacteroides_dorei	4.2194092827
UniRef90_I9RE23	4.2194092827
UniRef90_I9RE23|g__Bacteroides.s__Bacteroides_dorei	4.2194092827
UniRef90_K6ADK7	4.2194092827
UniRef90_K6ADK7|g__Bacteroides.s__Bacteroides_vulgatus	4.2194092827
UniRef90_R9HBT7	4.2194092827
UniRef90_R9HBT7|g__Bacteroides.s__Bacteroides_vulgatus	4.2194092827
UniRef90_R9HK09	4.2194092827
UniRef90_R9HK09|g__Bacteroides.s__Bacteroides_vulgatus	4.2194092827
UniRef90_D4V9S8	4.2157542158
UniRef90_D4V9S8|g__Bacteroides.s__Bacteroides_vulgatus	4.2157542158
UniRef90_I9RCX2	4.2105263158
UniRef90_I9RCX2|g__Bacteroides.s__Bacteroides_dorei	4.2105263158
UniRef90_A6L4W0	4.2099883272
UniRef90_A6L4W0|g__Bacteroides.s__Bacteroides_dorei	3.0066188928
UniRef90_A6L4W0|g__Bacteroides.s__Bacteroides_vulgatus	1.2033694344
UniRef90_R6IGP1	4.2060988433
UniRef90_R6IGP1|g__Bacteroides.s__Bacteroides_vulgatus	3.1545741325
UniRef90_R6IGP1|g__Bacteroides.s__Bacteroides_dorei	1.0515247108
UniRef90_A6L1Z2	4.2029996512
UniRef90_A6L1Z2|g__Bacteroides.s__Bacteroides_vulgatus	2.8368794326
UniRef90_A6L1Z2|g__Bacteroides.s__Bacteroides_dorei	1.3661202186
UniRef90_R6HU58	4.2016806723
UniRef90_R6HU58|g__Bacteroides.s__Bacteroides_dorei	4.2016806723
UniRef90_R6KUD5	4.2016806723
UniRef90_R6KUD5|g__Bacteroides.s__Bacteroides_dorei	4.2016806723
UniRef90_I8VR59	4.1928721174
UniRef90_I8VR59|g__Bacteroides.s__Bacteroides_dorei	4.1928721174
UniRef90_I8VRP4	4.1928721174
UniRef90_I8VRP4|g__Bacteroides.s__Bacteroides_dorei	4.1928721174
UniRef90_R6HTG9	4.1928721174
UniRef90_R6HTG9|g__Bacteroides.s__Bacteroides_dorei	2.0964360587
UniRef90_R6HTG9|g__Bacteroides.s__Bacteroides_vulgatus	2.0964360587
UniRef90_R6IM17	4.1928721174
UniRef90_R6IM17|g__Bacteroides.s__Bacteroides_vulgatus	4.1928721174
UniRef90_A6L5J7	4.1927595873
UniRef90_A6L5J7|g__Bacteroides.s__Bacteroides_dorei	2.7434842250
UniRef90_A6L5J7|g__Bacteroides.s__Bacteroides_vulgatus	1.4492753623
UniRef90_A6KWU6	4.1875240662
UniRef90_A6KWU6|g__Bacteroides.s__Bacteroides_vulgatus	4.1875240662
UniRef90_I9B632	4.1862899006
UniRef90_I9B632|g__Bacteroides.s__Bacteroides_dorei	4.1862899006
UniRef90_A6L4F8	4.1862899006
UniRef90_A6L4F8|g__Bacteroides.s__Bacteroides_dorei	2.6164311879
UniRef90_A6L4F8|g__Bacteroides.s__Bacteroides_vulgatus	1.5698587127
UniRef90_R7P0R1	4.1813826980
UniRef90_R7P0R1|g__Bacteroides.s__Bacteroides_dorei	2.8011204482
UniRef90_R7P0R1|g__Bacteroides.s__Bacteroides_vulgatus	1.3802622498
UniRef90_A6L3M9	4.1771094403
UniRef90_A6L3M9|g__Bacteroides.s__Bacteroides_dorei	2.5062656642
UniRef90_A6L3M9|g__Bacteroides.s__Bacteroides_vulgatus	1.6708437761
UniRef90_I8WN98	4.1666666667
UniRef90_I8WN98|g__Bacteroides.s__Bacteroides_dorei	4.1666666667
UniRef90_R7P4C6	4.1666666667
UniRef90_R7P4C6|g__Bacteroides.s__Bacteroides_vulgatus	4.1666666667
UniRef90_R9HCU4	4.1666666667
UniRef90_R9HCU4|g__Bacteroides.s__Bacteroides_vulgatus	4.1666666667
UniRef90_R6DNR9	4.1666666667
UniRef90_R6DNR9|g__Bacteroides.s__Bacteroides_vulgatus	4.1666666667
UniRef90_R6HG20	4.1642981414
UniRef90_R6HG20|g__Bacteroides.s__Bacteroides_dorei	4.1642981414
UniRef90_A6KX13	4.1604035784
UniRef90_A6KX13|g__Bacteroides.s__Bacteroides_vulgatus	3.5587188612
UniRef90_A6KX13|g__Bacteroides.s__Bacteroides_dorei	0.6016847172
UniRef90_I9QHG2	4.1580041580
UniRef90_I9QHG2|g__Bacteroides.s__Bacteroides_dorei	4.1580041580
UniRef90_A6L1L0	4.1536863967
UniRef90_A6L1L0|g__Bacteroides.s__Bacteroides_dorei	4.1536863967
UniRef90_A6L7Q8	4.1534300089
UniRef90_A6L7Q8|g__Bacteroides.s__Bacteroides_vulgatus	2.8860028860
UniRef90_A6L7Q8|g__Bacteroides.s__Bacteroides_dorei	1.2674271229
UniRef90_I8ZSS5	4.1487766646
UniRef90_I8ZSS5|g__Bacteroides.s__Bacteroides_vulgatus	4.1487766646
UniRef90_A6L391	4.1407867495
UniRef90_A6L391|g__Bacteroides.s__Bacteroides_vulgatus	4.1407867495
UniRef90_A6L3D1	4.1407867495
UniRef90_A6L3D1|g__Bacteroides.s__Bacteroides_dorei	4.1407867495
UniRef90_I9QFC1	4.1407867495
UniRef90_I9QFC1|g__Bacteroides.s__Bacteroides_dorei	4.1407867495
UniRef90_R7P4E7	4.1407867495
UniRef90_R7P4E7|g__Bacteroides.s__Bacteroides_vulgatus	3.1055900621
UniRef90_R7P4E7|g__Bacteroides.s__Bacteroides_dorei	1.0351966874
UniRef90_R9H4R4	4.1407867495
UniRef90_R9H4R4|g__Bacteroides.s__Bacteroides_vulgatus	4.1407867495
UniRef90_R9HN81	4.1356492969
UniRef90_R9HN81|g__Bacteroides.s__Bacteroides_vulgatus	4.1356492969
UniRef90_A6L7A4	4.1322314050
UniRef90_A6L7A4|g__Bacteroides.s__Bacteroides_dorei	4.1322314050
UniRef90_R7NYH9	4.1279669763
UniRef90_R7NYH9|g__Bacteroides.s__Bacteroides_dorei	4.1279669763
UniRef90_A6L384	4.1237113402
UniRef90_A6L384|g__Bacteroides.s__Bacteroides_vulgatus	3.4364261168
UniRef90_A6L384|g__Bacteroides.s__Bacteroides_dorei	0.6872852234
UniRef90_R7P4I0	4.1219089571
UniRef90_R7P4I0|g__Bacteroides.s__Bacteroides_vulgatus	2.3767082591
UniRef90_R7P4I0|g__Bacteroides.s__Bacteroides_dorei	1.7452006981
UniRef90_A6L1U0	4.1152263374
UniRef90_A6L1U0|g__Bacteroides.s__Bacteroides_vulgatus	4.1152263374
UniRef90_I9EI26	4.1152263374
UniRef90_I9EI26|g__Bacteroides.s__Bacteroides_dorei	4.1152263374
UniRef90_I9FBQ5	4.1152263374
UniRef90_I9FBQ5|g__Bacteroides.s__Bacteroides_dorei	4.1152263374
UniRef90_I9FP33	4.1152263374
UniRef90_I9FP33|g__Bacteroides.s__Bacteroides_dorei	4.1152263374
UniRef90_I9QEJ3	4.1152263374
UniRef90_I9QEJ3|g__Bacteroides.s__Bacteroides_dorei	4.1152263374
UniRef90_I9QK03	4.1152263374
UniRef90_I9QK03|g__Bacteroides.s__Bacteroides_dorei	4.1152263374
UniRef90_Q64RB0	4.1152263374
UniRef90_Q64RB0|g__Bacteroides.s__Bacteroides_dorei	2.0576131687
UniRef90_Q64RB0|g__Bacteroides.s__Bacteroides_vulgatus	2.0576131687
UniRef90_E1WQJ6	4.1096839701
UniRef90_E1WQJ6|g__Bacteroides.s__Bacteroides_dorei	2.1030494217
UniRef90_E1WQJ6|g__Bacteroides.s__Bacteroides_vulgatus	2.0066345485
UniRef90_A6L169	4.1067761807
UniRef90_A6L169|g__Bacteroides.s__Bacteroides_vulgatus	2.7378507871
UniRef90_A6L169|g__Bacteroides.s__Bacteroides_dorei	1.3689253936
UniRef90_A6L5A6	4.1057877449
UniRef90_A6L5A6|g__Bacteroides.s__Bacteroides_vulgatus	2.0576131687
UniRef90_A6L5A6|g__Bacteroides.s__Bacteroides_dorei	2.0481745762
UniRef90_R6HT29	4.1050903120
UniRef90_R6HT29|g__Bacteroides.s__Bacteroides_dorei	2.4630541872
UniRef90_R6HT29|g__Bacteroides.s__Bacteroides_vulgatus	1.6420361248
UniRef90_R6HYS3	4.1025641026
UniRef90_R6HYS3|g__Bacteroides.s__Bacteroides_dorei	2.0512820513
UniRef90_R6HYS3|g__Bacteroides.s__Bacteroides_vulgatus	2.0512820513
UniRef90_C3QUC1	4.0950040950
UniRef90_C3QUC1|g__Bacteroides.s__Bacteroides_dorei	4.0950040950
UniRef90_R7P0G6	4.0941658137
UniRef90_R7P0G6|g__Bacteroides.s__Bacteroides_vulgatus	4.0941658137
UniRef90_A6L4R8	4.0935672515
UniRef90_A6L4R8|g__Bacteroides.s__Bacteroides_dorei	3.5087719298
UniRef90_A6L4R8|g__Bacteroides.s__Bacteroides_vulgatus	0.5847953216
UniRef90_A6KYL9	4.0927694407
UniRef90_A6KYL9|g__Bacteroides.s__Bacteroides_vulgatus	2.7285129604
UniRef90_A6KYL9|g__Bacteroides.s__Bacteroides_dorei	1.3642564802
UniRef90_A6KXK6	4.0899795501
UniRef90_A6KXK6|g__Bacteroides.s__Bacteroides_vulgatus	4.0899795501
UniRef90_A6L1P2	4.0899795501
UniRef90_A6L1P2|g__Bacteroides.s__Bacteroides_dorei	2.0449897751
UniRef90_A6L1P2|g__Bacteroides.s__Bacteroides_vulgatus	2.0449897751
UniRef90_Q8A3G8	4.0899795501
UniRef90_Q8A3G8|g__Bacteroides.s__Bacteroides_vulgatus	4.0899795501
UniRef90_R6IKB4	4.0899795501
UniRef90_R6IKB4|g__Bacteroides.s__Bacteroides_vulgatus	4.0899795501
UniRef90_R7CYX2	4.0899795501
UniRef90_R7CYX2|g__Bacteroides.s__Bacteroides_dorei	2.0449897751
UniRef90_R7CYX2|g__Bacteroides.s__Bacteroides_vulgatus	2.0449897751
UniRef90_R7P2W7	4.0899795501
UniRef90_R7P2W7|g__Bacteroides.s__Bacteroides_vulgatus	4.0899795501
UniRef90_R9H435	4.0899795501
UniRef90_R9H435|g__Bacteroides.s__Bacteroides_vulgatus	4.0899795501
UniRef90_A6L085	4.0816326531
UniRef90_A6L085|g__Bacteroides.s__Bacteroides_vulgatus	4.0816326531
UniRef90_A6L0Y9	4.0816326531
UniRef90_A6L0Y9|g__Bacteroides.s__Bacteroides_dorei	2.7210884354
UniRef90_A6L0Y9|g__Bacteroides.s__Bacteroides_vulgatus	1.3605442177
UniRef90_R6HT81	4.0816326531
UniRef90_R6HT81|g__Bacteroides.s__Bacteroides_vulgatus	4.0816326531
UniRef90_Q650D2	4.0788730204
UniRef90_Q650D2|g__Bacteroides.s__Bacteroides_vulgatus	2.0422131426
UniRef90_Q650D2|g__Bacteroides.s__Bacteroides_dorei	2.0366598778
UniRef90_I9PI97	4.0774719674
UniRef90_I9PI97|g__Bacteroides.s__Bacteroides_vulgatus	4.0774719674
UniRef90_R7NYI7	4.0774719674
UniRef90_R7NYI7|g__Bacteroides.s__Bacteroides_dorei	4.0774719674
UniRef90_A6LAD9	4.0681484796
UniRef90_A6LAD9|g__Bacteroides.s__Bacteroides_dorei	3.0487804878
UniRef90_A6LAD9|g__Bacteroides.s__Bacteroides_vulgatus	1.0193679918
UniRef90_A6L7M7	4.0650406504
UniRef90_A6L7M7|g__Bacteroides.s__Bacteroides_dorei	2.0325203252
UniRef90_A6L7M7|g__Bacteroides.s__Bacteroides_vulgatus	2.0325203252
UniRef90_I9F0G1	4.0650406504
UniRef90_I9F0G1|g__Bacteroides.s__Bacteroides_dorei	4.0650406504
UniRef90_I9QAH1	4.0650406504
UniRef90_I9QAH1|g__Bacteroides.s__Bacteroides_dorei	4.0650406504
UniRef90_R6HJP3	4.0650406504
UniRef90_R6HJP3|g__Bacteroides.s__Bacteroides_dorei	2.0325203252
UniRef90_R6HJP3|g__Bacteroides.s__Bacteroides_vulgatus	2.0325203252
UniRef90_R7P0C7	4.0587764726
UniRef90_R7P0C7|g__Bacteroides.s__Bacteroides_dorei	3.1746031746
UniRef90_R7P0C7|g__Bacteroides.s__Bacteroides_vulgatus	0.8841732980
UniRef90_A6L4U0	4.0536211528
UniRef90_A6L4U0|g__Bacteroides.s__Bacteroides_dorei	4.0536211528
UniRef90_A6L3F2	4.0526849037
UniRef90_A6L3F2|g__Bacteroides.s__Bacteroides_vulgatus	3.0395136778
UniRef90_A6L3F2|g__Bacteroides.s__Bacteroides_dorei	1.0131712259
UniRef90_A6L1M9	4.0485829960
UniRef90_A6L1M9|g__Bacteroides.s__Bacteroides_dorei	4.0485829960
UniRef90_A6L3H8	4.0485829960
UniRef90_A6L3H8|g__Bacteroides.s__Bacteroides_vulgatus	2.6990553306
UniRef90_A6L3H8|g__Bacteroides.s__Bacteroides_dorei	1.3495276653
UniRef90_R6I0K2	4.0485829960
UniRef90_R6I0K2|g__Bacteroides.s__Bacteroides_vulgatus	4.0485829960
UniRef90_R6HM67	4.0468670960
UniRef90_R6HM67|g__Bacteroides.s__Bacteroides_vulgatus	2.9394473839
UniRef90_R6HM67|g__Bacteroides.s__Bacteroides_dorei	1.1074197121
UniRef90_A6L751	4.0465351543
UniRef90_A6L751|g__Bacteroides.s__Bacteroides_dorei	2.0232675771
UniRef90_A6L751|g__Bacteroides.s__Bacteroides_vulgatus	2.0232675771
UniRef90_R6HUF9	4.0465351543
UniRef90_R6HUF9|g__Bacteroides.s__Bacteroides_dorei	3.0349013657
UniRef90_R6HUF9|g__Bacteroides.s__Bacteroides_vulgatus	1.0116337886
UniRef90_A6L5F6	4.0431595843
UniRef90_A6L5F6|g__Bacteroides.s__Bacteroides_dorei	3.4542314335
UniRef90_A6L5F6|g__Bacteroides.s__Bacteroides_vulgatus	0.5889281508
UniRef90_A6KXL0	4.0404040404
UniRef90_A6KXL0|g__Bacteroides.s__Bacteroides_dorei	4.0404040404
UniRef90_A6L128	4.0404040404
UniRef90_A6L128|g__Bacteroides.s__Bacteroides_vulgatus	4.0404040404
UniRef90_C3R5U6	4.0404040404
UniRef90_C3R5U6|g__Bacteroides.s__Bacteroides_vulgatus	4.0404040404
UniRef90_I9QS65	4.0404040404
UniRef90_I9QS65|g__Bacteroides.s__Bacteroides_dorei	4.0404040404
UniRef90_R9H119	4.0404040404
UniRef90_R9H119|g__Bacteroides.s__Bacteroides_vulgatus	4.0404040404
UniRef90_A6KWR0	4.0322580645
UniRef90_A6KWR0|g__Bacteroides.s__Bacteroides_vulgatus	2.6881720430
UniRef90_A6KWR0|g__Bacteroides.s__Bacteroides_dorei	1.3440860215
UniRef90_A6L7B9	4.0322580645
UniRef90_A6L7B9|g__Bacteroides.s__Bacteroides_vulgatus	2.6881720430
UniRef90_A6L7B9|g__Bacteroides.s__Bacteroides_dorei	1.3440860215
UniRef90_Q64WJ6	4.0322580645
UniRef90_Q64WJ6|g__Bacteroides.s__Bacteroides_dorei	4.0322580645
UniRef90_A6L661	4.0281973817
UniRef90_A6L661|g__Bacteroides.s__Bacteroides_vulgatus	4.0281973817
UniRef90_A6L743	4.0257648953
UniRef90_A6L743|g__Bacteroides.s__Bacteroides_vulgatus	2.4154589372
UniRef90_A6L743|g__Bacteroides.s__Bacteroides_dorei	1.6103059581
UniRef90_R6HTL5	4.0241448692
UniRef90_R6HTL5|g__Bacteroides.s__Bacteroides_dorei	4.0241448692
UniRef90_A0A015U517	4.0160642570
UniRef90_A0A015U517|g__Bacteroides.s__Bacteroides_dorei	4.0160642570
UniRef90_A6KZV1	4.0160642570
UniRef90_A6KZV1|g__Bacteroides.s__Bacteroides_dorei	2.0080321285
UniRef90_A6KZV1|g__Bacteroides.s__Bacteroides_vulgatus	2.0080321285
UniRef90_A6L170	4.0160642570
UniRef90_A6L170|g__Bacteroides.s__Bacteroides_dorei	2.0080321285
UniRef90_A6L170|g__Bacteroides.s__Bacteroides_vulgatus	2.0080321285
UniRef90_A6L3C2	4.0160642570
UniRef90_A6L3C2|g__Bacteroides.s__Bacteroides_dorei	4.0160642570
UniRef90_A6L7J6	4.0160642570
UniRef90_A6L7J6|g__Bacteroides.s__Bacteroides_dorei	4.0160642570
UniRef90_C3QU96	4.0160642570
UniRef90_C3QU96|g__Bacteroides.s__Bacteroides_dorei	4.0160642570
UniRef90_I8VYZ4	4.0160642570
UniRef90_I8VYZ4|g__Bacteroides.s__Bacteroides_dorei	4.0160642570
UniRef90_I9R1Y4	4.0160642570
UniRef90_I9R1Y4|g__Bacteroides.s__Bacteroides_dorei	4.0160642570
UniRef90_R6HUD6	4.0160642570
UniRef90_R6HUD6|g__Bacteroides.s__Bacteroides_dorei	4.0160642570
UniRef90_A6L5K4	4.0160642570
UniRef90_A6L5K4|g__Bacteroides.s__Bacteroides_vulgatus	4.0160642570
UniRef90_I9QHH1	4.0126753543
UniRef90_I9QHH1|g__Bacteroides.s__Bacteroides_dorei	4.0126753543
UniRef90_C3R7A1	4.0040040040
UniRef90_C3R7A1|g__Bacteroides.s__Bacteroides_dorei	2.0020020020
UniRef90_C3R7A1|g__Bacteroides.s__Bacteroides_vulgatus	2.0020020020
UniRef90_E0NQV0	4.0040040040
UniRef90_E0NQV0|g__Bacteroides.s__Bacteroides_dorei	3.0030030030
UniRef90_E0NQV0|g__Bacteroides.s__Bacteroides_vulgatus	1.0010010010
UniRef90_I8WSV6	4.0032679739
UniRef90_I8WSV6|g__Bacteroides.s__Bacteroides_dorei	4.0032679739
UniRef90_A6KZ10	4.0022870212
UniRef90_A6KZ10|g__Bacteroides.s__Bacteroides_vulgatus	4.0022870212
UniRef90_I8WCY9	4.0000000000
UniRef90_I8WCY9|g__Bacteroides.s__Bacteroides_dorei	4.0000000000
UniRef90_I9QGG3	4.0000000000
UniRef90_I9QGG3|g__Bacteroides.s__Bacteroides_dorei	4.0000000000
UniRef90_R6IE77	3.9920159681
UniRef90_R6IE77|g__Bacteroides.s__Bacteroides_vulgatus	2.6613439787
UniRef90_R6IE77|g__Bacteroides.s__Bacteroides_dorei	1.3306719894
UniRef90_A6KYR8	3.9920159681
UniRef90_A6KYR8|g__Bacteroides.s__Bacteroides_vulgatus	3.9920159681
UniRef90_A6L0E3	3.9920159681
UniRef90_A6L0E3|g__Bacteroides.s__Bacteroides_vulgatus	3.9920159681
UniRef90_A6L0S5	3.9920159681
UniRef90_A6L0S5|g__Bacteroides.s__Bacteroides_vulgatus	2.9940119760
UniRef90_A6L0S5|g__Bacteroides.s__Bacteroides_dorei	0.9980039920
UniRef90_I8WPC3	3.9920159681
UniRef90_I8WPC3|g__Bacteroides.s__Bacteroides_dorei	3.9920159681
UniRef90_R6ILB7	3.9920159681
UniRef90_R6ILB7|g__Bacteroides.s__Bacteroides_dorei	3.9920159681
UniRef90_R7P3T9	3.9920159681
UniRef90_R7P3T9|g__Bacteroides.s__Bacteroides_dorei	3.9920159681
UniRef90_R9H4Q1	3.9920159681
UniRef90_R9H4Q1|g__Bacteroides.s__Bacteroides_vulgatus	3.9920159681
UniRef90_A6L1D1	3.9851100758
UniRef90_A6L1D1|g__Bacteroides.s__Bacteroides_vulgatus	3.0487804878
UniRef90_A6L1D1|g__Bacteroides.s__Bacteroides_dorei	0.9363295880
UniRef90_I9QJL9	3.9840637450
UniRef90_I9QJL9|g__Bacteroides.s__Bacteroides_dorei	3.9840637450
UniRef90_R6HRM2	3.9840637450
UniRef90_R6HRM2|g__Bacteroides.s__Bacteroides_vulgatus	3.9840637450
UniRef90_R7NZ92	3.9840637450
UniRef90_R7NZ92|g__Bacteroides.s__Bacteroides_dorei	3.9840637450
UniRef90_D1K0P2	3.9800995025
UniRef90_D1K0P2|g__Bacteroides.s__Bacteroides_dorei	3.9800995025
UniRef90_R6HJX1	3.9800995025
UniRef90_R6HJX1|g__Bacteroides.s__Bacteroides_dorei	3.9800995025
UniRef90_R7NNG2	3.9777247414
UniRef90_R7NNG2|g__Bacteroides.s__Bacteroides_vulgatus	3.9777247414
UniRef90_A6KZM1	3.9777247414
UniRef90_A6KZM1|g__Bacteroides.s__Bacteroides_dorei	3.9777247414
UniRef90_R6IM67	3.9761431412
UniRef90_R6IM67|g__Bacteroides.s__Bacteroides_dorei	3.3134526176
UniRef90_R6IM67|g__Bacteroides.s__Bacteroides_vulgatus	0.6626905235
UniRef90_A6KXT1	3.9750141965
UniRef90_A6KXT1|g__Bacteroides.s__Bacteroides_dorei	3.4071550256
UniRef90_A6KXT1|g__Bacteroides.s__Bacteroides_vulgatus	0.5678591709
UniRef90_R6HNI7	3.9735973597
UniRef90_R6HNI7|g__Bacteroides.s__Bacteroides_vulgatus	2.6402640264
UniRef90_R6HNI7|g__Bacteroides.s__Bacteroides_dorei	1.3333333333
UniRef90_A6KXM6	3.9682539683
UniRef90_A6KXM6|g__Bacteroides.s__Bacteroides_vulgatus	3.9682539683
UniRef90_A6L3L8	3.9682539683
UniRef90_A6L3L8|g__Bacteroides.s__Bacteroides_vulgatus	3.9682539683
UniRef90_A6L4C4	3.9682539683
UniRef90_A6L4C4|g__Bacteroides.s__Bacteroides_dorei	3.9682539683
UniRef90_A6L605	3.9682539683
UniRef90_A6L605|g__Bacteroides.s__Bacteroides_dorei	1.9841269841
UniRef90_A6L605|g__Bacteroides.s__Bacteroides_vulgatus	1.9841269841
UniRef90_C3QQQ3	3.9682539683
UniRef90_C3QQQ3|g__Bacteroides.s__Bacteroides_dorei	3.9682539683
UniRef90_D4VCK0	3.9682539683
UniRef90_D4VCK0|g__Bacteroides.s__Bacteroides_vulgatus	2.6455026455
UniRef90_D4VCK0|g__Bacteroides.s__Bacteroides_dorei	1.3227513228
UniRef90_E5UU07	3.9682539683
UniRef90_E5UU07|g__Bacteroides.s__Bacteroides_dorei	3.9682539683
UniRef90_I8VW79	3.9682539683
UniRef90_I8VW79|g__Bacteroides.s__Bacteroides_dorei	3.9682539683
UniRef90_R6HH23	3.9682539683
UniRef90_R6HH23|g__Bacteroides.s__Bacteroides_vulgatus	3.9682539683
UniRef90_R6HNC8	3.9682539683
UniRef90_R6HNC8|g__Bacteroides.s__Bacteroides_dorei	3.9682539683
UniRef90_A6KZV4	3.9669573319
UniRef90_A6KZV4|g__Bacteroides.s__Bacteroides_vulgatus	2.3102310231
UniRef90_A6KZV4|g__Bacteroides.s__Bacteroides_dorei	1.6567263088
UniRef90_C6Z1Z9	3.9623663511
UniRef90_C6Z1Z9|g__Bacteroides.s__Bacteroides_vulgatus	3.9623663511
UniRef90_A6KWF8	3.9603960396
UniRef90_A6KWF8|g__Bacteroides.s__Bacteroides_vulgatus	3.9603960396
UniRef90_I8WRL4	3.9564787339
UniRef90_I8WRL4|g__Bacteroides.s__Bacteroides_dorei	3.9564787339
UniRef90_A6L2L8	3.9525691700
UniRef90_A6L2L8|g__Bacteroides.s__Bacteroides_vulgatus	2.6350461133
UniRef90_A6L2L8|g__Bacteroides.s__Bacteroides_dorei	1.3175230567
UniRef90_R6HWH7	3.9525691700
UniRef90_R6HWH7|g__Bacteroides.s__Bacteroides_dorei	3.9525691700
UniRef90_R9H530	3.9525691700
UniRef90_R9H530|g__Bacteroides.s__Bacteroides_vulgatus	3.9525691700
UniRef90_A6KZE4	3.9525691700
UniRef90_A6KZE4|g__Bacteroides.s__Bacteroides_vulgatus	3.9525691700
UniRef90_A6KXA6	3.9494470774
UniRef90_A6KXA6|g__Bacteroides.s__Bacteroides_vulgatus	2.3696682464
UniRef90_A6KXA6|g__Bacteroides.s__Bacteroides_dorei	1.5797788310
UniRef90_B5A7G0	3.9447731755
UniRef90_B5A7G0|g__Bacteroides.s__Bacteroides_dorei	3.9447731755
UniRef90_Q650D9	3.9447731755
UniRef90_Q650D9|g__Bacteroides.s__Bacteroides_dorei	1.9723865878
UniRef90_Q650D9|g__Bacteroides.s__Bacteroides_vulgatus	1.9723865878
UniRef90_R7NZK0	3.9447731755
