	N00002	N00003	N00005	N00007	N00009	N00010	N00011	N00015	N00017	N00019	N00021	N00022	N00024	N00027	N00028	N00029	N00032	N00033	N00034	N00040	N00042	N00044	N00046	N00047	N00048	N00050	N00053	N00054	N00056	N00058	N00060	N00061	N00062	N00064	N00066	N00067	N00070	N00071	N00072	N00076	N00078	N00080	N00082	N00084	N00086	N00088	N00089	N00090	N00091	N00092	N00093	N00100	N00102	N00104	N00106	N00108	N00109	N00112	N00114	N00115	N00116	N00117	N00119	N00120	N00121	N00123	N00125	N00127	N00129	N00133	N00134	N00136	N00138	N00140	N00141	N00143	N00144	N00146	N00148	N00150	N00153	N00154	N00157	N00159	N00161	N00164	N00166	N00170	N00172	N00174	N00176	N00177	N00178	N00179	N00180	N00182	N00184	N00185	N00186	N00188	N00190	N00192	N00193	N00194	N00195	N00197	N00198	N00199	N00200	N00201	N00202	N00203	N00205	N00207	N00209	N00211	N00213	N00215	N00216	N00217	N00219	N00221	N00222	N00223	N00225	N00228	N00229	N00230	N00234	N00236	N00237	N00240	N00241	N00242	N00243	N00244	N00246	N00248	N00254	N00255	N00256	N00257	N00263	N00265	N00267	N00269	N00272	N00275	N00277	N00278	N00279	N00284	N00285	N00286	N00287	N00291	N00292	N00294	N00297	N00299	N00300	N00313	N00319	N00326	N00328	N00329	N00356	N00357	N00358	N00360	N00362	N00364	N00366	N00367	N00368	N00370	N00371	N00372	N00373	N00378	N00380	N00383	N00385	N00387	N00391	N00395	N00398	N00399	N00401	N00403	N00404	N00408	N00410	N00412	N00414	N00415	N00417	N00418	N00420	N00422	N00424	N00428	N00430	N00431	N00432	N00436	N00440	N00442	N00446	N00447	N00449	N00453	N00457	N00460	N00461	N00469	N00471	N00472	N00473	N00474	N00477	N00479	N00481	N00483	N00485	N00487	N00488	N00489	N00496	N00497	N00499	N00501	N00505	N00507	N00510	N00513	N00514	N00515	N00518	N00520	N00522	N00525	N00529	N00650	N00652	N00654	N00656	N00657	N00658	N00661	N00665	N00667	N00669	N00671	N00673
Bacteroides 6515	9.49547e-05	0	0	0	0	0	0	0	0	0.000198807	0	0	0	0	0.000102764	0	0	0	0.000173717	0	8.70511e-05	0	0	0	0.000373239	0	0	0	0.002305454	0.013448747	0.000686342	0.000864902	0	0	0.000127877	7.30994e-05	0	0	0	0	0	0.000123989	0	0	0	0.001708386	0.001540914	0	0	0.01534286	0.014500109	0	0	0	0.000190404	0	0	0	0	0	0	0	0.011315656	0.017274782	0	0.002050493	0	0	0	0	0	0	0	0	0	7.32225e-05	0.000104683	0	0.000901551	0	0.011376702	0.006271952	0	0.0001468	0.001448646	0	0.000596303	0	0	4.02431e-05	0	0	0	0	4.77031e-05	0	0	0	0	0	3.11974e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231732	0	0	0	0	0	0	0	0	0	6.08236e-05	0	0	0	0	0	0	0.000150353	0	0.000149566	0.000102312	0	0	0	0	0	0	0	0	0	3.17491e-05	0	0	0	0	0	0	0	0.002006501	0.001311554	0.000158309	0	0	0	0.000605694	6.46789e-05	0.000254615	0	5.21703e-05	0	0.000160862	8.93336e-05	0	0	0	0	0	0	0.00209043	0.000394477	0	0	0	0	0	0	0	0	0	0.000306185	0	0	0	0	0	0.003384268	0.004877439	0.000283527	0	0	0	0	0	0.0001523	0.000274876	0	0	2.32786e-05	6.98861e-05	0.000174622	0.000141084	0.000138884	0	0.000178317	0	0	4.40762e-05	0.00310012	0	0	0.000118133	0	0	0	0	0	0	0	0	0	0.000554708	5.86648e-05	3.2514e-05	0	0	0	0	9.96876e-05	0	0	0	0	0.000187371	0.000247158	0	0.000161013	0	0	0	0	0	0	0.000230415	8.04117e-05	0	0	5.62588e-05	0	0.000107055	0	0
Bacteroides 4724	6.33032e-05	0	0	0	0	0	0	0	0.001846113	0	0	0	0	0	0	0	0.026953313	0.005039476	0.003257188	0	0	0	0.030595936	0.035996578	0	0	0.015019918	0	0	0	0	0	0.006830769	0	0.005370844	0.010307018	0	0	0	0.005053015	0	0.005145532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001666026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05144e-05	0	0	0	0.000144865	0	0	0	0	0	0.001646801	0.000666112	0	0	0	0.001309732	0	0	0	0	6.23947e-05	0	0	0	0	0.00010099	0	0	0	5.61514e-05	0	0	0	0	0	0.003304268	0	0	0	0	0	0	0	0.003751449	0.00291953	0	0.000182515	0.00014945	0	0	0	0	0.000168067	0	0	0	0	0.013259805	0	0	8.94534e-05	0	0	0	0	0	0.010328522	0	0	0	0	0.006239365	0.004695212	0.003696196	3.95773e-05	0	0	0	0	0	0	0	0.002347663	0	0.014316738	0.014561372	0	0	0	0	0	0	0.006735832	0.00486522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000283527	0	0	0	0	0.002261307	0.001827597	0	0	0.004768437	0	6.98861e-05	5.82072e-05	0.000188111	0	0	0.001129339	0	0	0.002247884	7.04573e-05	0	0	0.001299468	0	0	3.19928e-05	0	0	0.00149123	0	0	0.000142376	0.001248093	0.000234659	0.000260112	0	0	0	0	0	0.001380522	0	0.00142288	6.83761e-05	0	0	0	5.36711e-05	0	0	0	0	0	0	0.002073733	0.00096494	0	0	0.018002813	0	0.000107055	0	0
Clostridiaceae 4	0	6.63922e-05	0	0.006729351	0	0.027550581	0.000534759	0	3.29663e-05	0	0	0	0	0.003893215	0	0	3.20873e-05	8.39913e-05	0	0	0.001262242	0	0.001141639	0.001094953	0	0	0	0.002010275	0.00026456	2.9047e-05	0.001982765	0.001383844	0.000307692	0.000307598	0.000127877	0	0	0	0.000269251	0	0.021192942	6.19944e-05	0	0	0	0	5.3135e-05	0	0	5.53894e-05	0	3.48371e-05	0	0	0.000571211	0.001031893	0.001074909	0	0.00212766	0.003000169	0	0	0	0	0	0.000256312	0.000107735	0	0	0.000265604	0.000163934	0.000128482	0	0.008326828	0	0	0	0	0	0	0.000181543	0	0	7.33999e-05	0	0	0	0	0.000186986	0.000281701	7.84191e-05	0	0.000925326	5.15969e-05	0	7.93777e-05	0.001547189	0.0257566	0	0.000830687	0.00059275	0	0.000518001	0.000133994	0	0	0	0	0.000124844	0	0.000231562	0	0	0	0.000231732	0	0	0	0	0	0	0	0.000148655	0	0.000547412	0.002366304	0.000273773	0	0	0	0.000295858	0.000300707	0	0	0	0	0	0	0.001874331	0.000713861	0	0	0	0.000342407	0	0.002732755	0.00018666	0	0	0	0	0	0.001163771	0.001788482	0.000197887	0	0	0	0	0	4.24358e-05	0.000987947	0.000313022	0	0.000965173	8.93336e-05	0.005618757	0.004011844	0	0	0	0	0	0	0.000991923	0.057812646	0.006506066	0	0	0	0	0	0.000290444	0	0.000931223	0.034660422	0	0.000755744	0.000351216	0	0	0	0	0	0	0	0	0	0	0.002330167	0	0.003561618	0	0	0	0	3.63346e-05	0.000951022	0.000201126	0.001199627	0.000132228	0	0.00021245	0	0.00253987	0.000547046	0.003054893	0.005406789	0.002233769	0.002230955	0.004994437	0	0.00285831	0	0	0.003637217	0.002471063	0	0.00022285	0	0.033589923	0.000166146	0.001129518	0.003306073	0	0.000957265	0.003078241	0.002471577	0	2.68356e-05	0.00218601	4.1115e-05	4.14886e-05	0	0	0.000114982	0	0	0	0.001069846	5.62588e-05	0.003336447	0	0	0
Bacteroides 6680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013851891	0.018682635	0.010637305	0	0	0	0.010544616	0	0	0	0	0	0	0	0	0	0.014674206	0	0	0	0	0	0	0	0	0	7.01066e-05	0	0	0	0	0	0	0	0	0	0	0.000269678	0	0	0.0878793	0.065385857	0	0	0	0	0	0	0	0	0	0.000173476	0	0	0	0	0	0	0	0	0	0	0	0	0.000198768	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001310289	0	0	0	0	0	0	0	0	0	0	0	0	0	7.72439e-05	0.014960991	0	0	0	0	0	0	0	0	0	0.000338043	0.005384194	8.967e-05	0	0	0	0	0	0	0	0	0	0	0.000446269	0	0.071771476	0.052525518	0	0	0	0	0	0	0	0	6.34236e-05	0	0	0	0.00898405	0	0	0	0	0	0	0	0.002851976	0	0.042548058	0.030105414	0	0	0	0	0.020242915	0	0	0	0	0	0	0	0.000103199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06758794	0.039902528	6.87191e-05	0	6.53211e-05	0	0	0	0.003668172	0	7.26691e-05	0.002020922	0.000201126	0	4.40762e-05	0	0	0	0	0.000273523	0	3.19928e-05	0	0	0	0.012529002	0	0	0	0.015722164	0.016126935	0	0	0	0	0	0.000125502	0	0	0	0	0	0	0	0	4.1115e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae 7	3.16516e-05	0	0.00235714	0.017606932	0	0.000107619	0	0	0	0	6.49035e-05	4.43282e-05	0	0	0	0	0.000609658	0	4.34292e-05	0	0	0.046046046	0.000989421	0.000923867	0	0	0	0	0	8.71409e-05	0	0	0	6.15195e-05	0	7.30994e-05	0	4.09065e-05	0	0	0.011315689	0.002758749	0	0	0	0	0	0	0	5.53894e-05	7.25005e-05	0.000139349	4.95172e-05	0	0	0.000923904	0.001552647	0.00073046	0	0	5.63031e-05	0	0	8.07233e-05	0	0	0	0.000672948	0	0.000212483	0	0.006783842	0	8.67378e-05	0	0	0	0	0	0	0	0	0	0	0	0.001929207	0.000695687	0	0.004113687	0	0	0	0.033681873	0.003611785	4.77031e-05	3.96888e-05	0	0	0	0.001759101	0.00212142	0.004001334	0.002331002	0	0	0	0	0	0.000249688	0	0.000289452	0	0	0	0.00235594	0	0.000289519	0	0	0	0	0	0	0	0	0.000811304	9.12575e-05	0	0.020020952	0	0	0.000150353	0	0	0	0	0	0	0	0	0	0	0	0.024396507	0	0	0.0012444	0	0	0	0.003298028	0	0	0	0.000158309	0	0	0	0	0.003363301	0.005431784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010460446	0.003868472	0	0	0	0	0	0	0	0	0.002810304	0.002214489	0	0	0.000102554	0	0	0	0	0	0.000204457	0	0	0.000687191	0.005018821	0.000195963	6.98357e-05	0	0	0	0	7.26691e-05	0	0.001810137	0.001466211	8.81523e-05	0	0	0	0	0.003829322	0.005727924	0.008926001	4.85602e-05	0.000204675	0.000118352	0	0.001837485	0.001186465	0.000693385	0	6.5028e-05	0.008292499	0.020725004	8.84721e-05	0.005948216	0.003754901	0	0.000406009	0	0	0.009823603	0.008403361	0	0	0.002583466	0.006783982	0.001410613	0	0	0.000689893	0	0	0	0.002903867	0	0	0	0	0
Lachnospira 1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017061	0	0	0	0.015025042	0	0	0.005175432	0.009888794	0.000186619	0	0	0	0	0.000145235	0	0	0.000123077	0.002399262	0	0	0	0	0	0.000165673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128156	0	0	0	0	0	0	0	0	0	0	0	0.011403463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007964818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000477085	0.002409427	0	0	0	0	0	0	0	0	0	0	0.003130142	0.003576964	0	0	0	0.001223242	0.001514234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000495961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000979816	0	0.004961912	0.003958091	0.013261851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2514e-05	0	0	0	0	3.32292e-05	0	0	0.00426864	6.83761e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021997187	0.001468037	0	0	0
Bacteroides 2684	3.16516e-05	0	0	0	0	0	0	0	0.015428232	0	0	0	0	0	0	0	0.000256698	0.001511843	0.002432033	0	0	0	7.61093e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155731617	0	0.000380807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002855678	0.00286133	5.23095e-05	0	0	0	0	0	0	0	8.38785e-05	0	0	0	0	7.84191e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118189	0	0	0	0	0	0	0	0	0	0	0.002386416	0.001013318	0	0	0	0	0	0.000891928	0	0	0.000676087	0.003741559	0.00304878	0	0	0	0	0	0	0.000306937	0	0	0	0	0	0	0	0	0	0.033749246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000918555	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00563509	0.001855415	0	0	0	0.001817038	0.001513388	0.012650489	0	3.63346e-05	0.001664289	0	0	0	0	0	0	0	0	0	0.000159964	4.85602e-05	8.18699e-05	0.001538571	0	0	0	0	0	3.2514e-05	0	0	0	0	0.001096564	0	5.80013e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009580476
Clostridiales 42	0	3.31961e-05	0	0.00064528	0	0	0	0	0	0	0	0	0	0.002224694	0	0	0	0	0	0	4.35256e-05	0	0.001217749	0.001539778	0	0	0	0	0	0	7.62602e-05	0.00017298	0.000307692	6.15195e-05	0	0	0	0	0	0	0.026850786	0.001518862	0	0	0	0	0	0	0	0	0	0	0	0	0.000190404	0.000407958	0.00038219	0.00036523	0	3.37098e-05	0	0	0	0	0	0	0	0	0	0	0	0.006706753	0	0.000693902	0	0	0	5.23095e-05	0	0	0.000363086	0	0	0.004917792	0	0.000754907	0	0	0	0	0	0	0.006199685	0.000154791	0	0.001905064	0	0.000214638	0	0	0	0	0	0	0	0	0	0	0	0	5.78905e-05	0	0	0	3.8622e-05	0	0	0	0	0	0	0	0	0	0.001581412	0.000135217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000507389	0	8.026e-05	0.000119232	0.000237464	0	0	0	0	0.000258715	0.000594101	0.005334914	0	0	8.04311e-05	8.93336e-05	0	0	0	0	0	0	0	0	0.000637665	0	0	0	0	0	0	0	0	0	6.65159e-05	0.000936768	0	0.000151149	0	0	0	0	0	0	0	0	0	0	0	0	0.000391926	0	0	0	4.70278e-05	0	0.000145338	0	0	0.00071089	0	0	0	0	0	0.002188184	0.000859189	0.000511885	0	0	0.00144389	0	0	0.000237293	0	0	0	0	0	0	0.007522743	0	0	0.00179804	0	0.000136752	0.01025188	0.004572417	0	0.000214684	0	0	4.14886e-05	0	0	0	0	0	0	0.006266239	0	0.000133458	0	0	0
Bacteroides 6305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333667	0	3.42173e-05	9.33097e-05	9.41354e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026067218	0.026973271	0	0	0	0	0	0	0	0.154570477	0	0	0	0	4.02431e-05	0	0	0	0	0	0	0.00051573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8622e-05	0	0	0	0	0	0	0	0	0	0	0.14197823	0.061142544	0.00170373	0	0	0	0	0	0	0	0.000121669	0	0	0	0.000118977	0.022124817	0.018530687	0	0	0.011175668	0	0	0	0	0	0	0	0	0.000238464	0	0	0	0	0	0	0	0	0	0	0	0	0.000763041	9.55201e-05	0	0	0	0.000934579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102554	0	0	0	0	0.027631579	0.001022286	0	0	0	0	0	0	0	0	0	0	7.26691e-05	0	0.000201126	0	0.000132228	0	0	0	0	0	0	6.39857e-05	0.093624047	0.074092267	7.1011e-05	0	0	4.74586e-05	0	0.026633814	0.014891403	0	0	0	0	0.000132917	0	0	0	0	0	0	0	2.68356e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.062948292	0.000116523	0.002319484
Bacteroides 4002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34292e-05	0	0	0	0	0	0	0	6.5304e-05	0	0.000226766	0.001161879	0.00015252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3135e-05	0	0	0.001550903	0.001232509	0	0	0	0	0	0	0	0	0	0	0	0.001463717	0.001210849	0	0.000192234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000726172	0.000752634	0	0	0.000289729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019176255	0	0	0	0	0.00032104	0.000596161	0	0	0	0	0	6.46789e-05	0	0	0	0	0	8.93336e-05	0	0	0	0	0	0	0.000387117	0.000394477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001128089	0.001063032	0	0	0	0	0	0	0	6.87191e-05	0	0	2.32786e-05	0	0	9.40557e-05	0	0	0	0	0	0	0.000422744	0	0	0	0	0	0	0	0	2.36703e-05	0.076256767	0	0	0.000277354	5.86648e-05	6.5028e-05	0	0	0	0	3.32292e-05	0.000125502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus 224	0	0.001128668	0	0.002120206	0	0	0	0	0	0	0	0.001595815	0.000375255	0	0	0	0	0	0	0	0	0	0	0	0	0.003765415	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331345	0.008534714	0	0	0.000580776	0	0	0	0	0	0	0	0	0	0	0	4.7995e-05	0	0.073411249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000463464	0	0	0	0	0	0	0	0.000181543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051573	0.001502468	0	0	0	0	0	0	0	0	0	0.000222074	0	0	0	0	0	0.000584727	0.000154488	0.001009637	0.00955414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00180424	0	0	0	0	0	0	0	0	0	0	0.001576293	0	0	0.000471165	0.00012444	0	0	0	0	0.002836075	0.00016052	0.000357696	0	0	0	0	0	0.000711468	0	0	0	0	0	0.000446668	0	0	0	0.00766346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010410288	0	0.001639344	0	0	0.002721925	0	0	0.011908137	0	0	0	0	0	0	0	0.001433949	0	0	0	0	0	0	0	0.000297194	0	0	0	0	0.001699596	0	0	0	0	0	0	0.000900569	0.000591758	0	0.00040833	0	0	0	0.000130056	0	0	0	0.001749475	0	0	0	0	0.001230769	0.000535346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168776	0	0	0	0
Lachnospira 3774	0	0	0	0	0	0	0	0	0	0	0.016420574	0.007580123	0.013026697	0	0	0	0	0	0	0	4.35256e-05	0	0	0	0.001119716	0	0.002742768	0	0	0.000726174	0	0	0.0056	0.000123039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012742675	0.010104147	0.00036523	0	0	0	0	0.000112594	8.07233e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.23095e-05	0	0	0.000121029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003331113	0.00474407	0	0	0.001287001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000608347	0	0	0	0	0	0	0	0	0.001873194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003126247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63346e-05	0	0	0.000755321	0	7.04573e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03019e-05	0	0	0	0	0	0.000497863	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia 6408	0	0.026556898	0.000134694	0	0	0.028949634	0	0	0	0	0	0	0	0.021134594	0	0	0.000192524	0	0	0	0	0.008675342	0	0	0	0.02438106	0	0.009381282	0	0	0	0	0	0	0	0	0.026990025	0.000368158	0	0	0	0	4.01075e-05	0.051882683	0	7.42776e-05	0.000159405	0	0	0	0	0	0	0	0.033701447	3.59963e-05	0	0.00073046	0	0	0	0	5.62968e-05	8.07233e-05	0.000150504	0	0.000215471	0	0	0.000159363	0	0	0	0.044669963	0.000137533	7.32225e-05	0	0	0	0	0	0	0	0	0	0	0	0.023049645	0	0	0	0	0.032756547	5.15969e-05	4.77031e-05	0	0.00051573	0	0.000795756	0	0	0	0	0.001875921	0	0.00010099	0.000109733	0	0	0	0.000115781	0.005148005	0	0.040930885	0	0	0.000434279	0	0.000172741	0.017117834	0	0	0	0	0	6.76087e-05	0	0	0	0	0.000295858	0	0	0.00119653	0	0.000121669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34236e-05	0.008319153	0	0	0	5.65131e-05	0.014111787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000428082	0	5.72902e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.002631579	0	0	0	0	0.007886718	0	6.98357e-05	0	0	0	3.4721e-05	0	0	0	0	0	0	0.033354578	0.000254842	0	0	0	0	0	2.04675e-05	0	0	0.004695794	0	0	0	0	0.017087574	0	0	0	0	0.007404618	0	0	0	2.67673e-05	0.000123579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia 1731	0	0.010124817	0.000303061	0	0	0.010977185	0	0.000111694	0	0	0	4.43282e-05	5.36078e-05	0.005561735	0	0	0.000288785	0	0	0	0	0.003003003	7.61093e-05	3.42173e-05	0	0.009319401	0	0.001786911	0	2.9047e-05	0	0	0	0	0	0	0.008801095	0.000409065	0	0	0	3.09972e-05	0.00032086	0.014132223	0	0.000742776	0.000371945	0.000161342	7.01066e-05	0	0	0	4.95172e-05	0	0.008948972	5.99938e-05	2.38869e-05	0	0	0	5.63031e-05	0	0.00016889	0	0.000602017	6.40779e-05	0.000646412	0	0	0.000106242	0	7.70891e-05	0	0.016133229	0.000412598	7.32225e-05	6.97885e-05	0	0	0.000196194	0	0	0	0	0	0	0	0.005762411	0.000186986	8.04861e-05	0.000235257	0.000166528	0.010641251	0.000412775	9.54062e-05	3.96888e-05	0	0	8.84173e-05	4.88639e-05	0	0	0	0.000803966	0	0	0	0	0	0	0	0.005148005	0	0.013331774	0	0	0.00014476	0	0.000172741	0.005440552	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149566	0	0	0	0	0	0	0	0	0	0	0	0	6.222e-05	0	0	4.90388e-05	0	0.002079788	0	0	0	0	0.004703929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002150923	0	0	0	0	0	0	0	0	0	0	0	0	0.008922881	0	0	0	0	0	0	0	0	0	0.00163332	0	0	0	0	0.006156552	0	0	0	0	0.002259036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia 6886	0	0.033461692	0.00010102	0	0	0.020878175	0	0	0	0	0	4.43282e-05	0.000107216	0.015016685	0	0	0	0	0	0	0	0.007340674	0	3.42173e-05	0	0.024851737	0	0.006254188	0	2.9047e-05	0	0	0	0	0	0	0.03676902	8.1813e-05	0	0	0	0	0.000120322	0.032329881	0	0.000222833	0.000159405	8.06712e-05	3.50533e-05	0	0	0	0	0.000172147	0.048362529	0	0	0.00036523	0	0	0	0	5.62968e-05	0	0.000150504	6.40779e-05	0	0.001345895	0	5.31208e-05	0	5.13927e-05	0	0.047879261	0	0	6.97885e-05	0	0	0.000196194	0	0	0	0	0	8.38785e-05	0	0.018617021	0	4.02431e-05	0	0	0.020264643	5.15969e-05	0	3.96888e-05	0	0	0.001061008	0	0	0	0	0.002947876	0	0	0	0	0	0	5.78905e-05	0.007722008	0.000446728	0.046310373	0	0	0.001158078	0	0.000345483	0.014065817	0	0	0	0	0	0	0	0	0	0	0.000295858	0	0	0.000149566	0	0	0	0	0	0	0	4.38078e-05	0	0	0	0	0	0	0	0	0	0.00453772	0	0	0	0	0.019230769	0	0	0	4.24358e-05	0	0	0	0	0	0	0	2.97654e-05	0	0	0	0	0	0	0.000186794	0	0	0	0	0	5.72902e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.002631579	0	0	0	0	0.008603692	0	0	0	0	0	0	0	0	0	0	0	0	0.039515615	0	0	0	0	0	0	0	0	0	0.003470804	0	0	0	0	0.020605604	0	0	0	0	0.005773092	5.80013e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia 5731	0	0.018158279	6.73469e-05	0	0.000581734	0.011730521	0.00040107	0	0	0	0	0	5.36078e-05	0.010011123	0	0	0.000128349	0	0	0	0	0.002002002	0	0	0	0.019956698	0	0.004020549	0	5.80939e-05	0	0	0	0	0	0	0.01936241	0.000409065	0	0	0	3.09972e-05	0.00016043	0.016842513	0	0.000222833	0.000159405	8.06712e-05	3.50533e-05	0	0	0	4.95172e-05	0	0.017897944	4.7995e-05	2.38869e-05	0.00036523	0	0	0	0	5.62968e-05	0	0.000401345	6.40779e-05	0.000215471	0.001345895	0	0.000159363	0	0	0	0.030791916	0	7.32225e-05	3.48943e-05	0	0	0	0	0	0	0	0	0	0	0.012411348	0	8.04861e-05	7.84191e-05	0.000166528	0.010548718	0.000103194	0	0	0.00051573	0	0.000707339	0	0	0	0	0.001071955	0	0	0	0	0	0	0	0.002574003	0	0.022921296	0	0	0.000723798	0	0	0.010483015	0	0	0	0	0	0	0	0	0	0	0	0.000150353	0	0.000747831	0	0	0	0	0	0	2.98178e-05	0	0	0	0	0	6.222e-05	0	0	0	0	0.001890717	0	0	0	0	0.007332595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72902e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004839577	0	0	0	0	0	0	0	0	0	0	0	0	0.015933716	0	0	0	0	0	0	0	0	0	0.001837485	4.74586e-05	0	0	0	0.012438749	0	0	0	0	0.002133534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
