	N00002	N00003	N00005	N00007	N00009	N00010	N00011	N00015	N00017	N00019	N00021	N00022	N00024	N00027	N00028	N00029	N00032	N00033	N00034	N00040	N00042	N00044	N00046	N00047	N00048	N00050	N00053	N00054	N00056	N00058	N00060	N00061	N00062	N00064	N00066	N00067	N00070	N00071	N00072	N00076	N00078	N00080	N00082	N00084	N00086	N00088	N00089	N00090	N00091	N00092	N00093	N00100	N00102	N00104	N00106	N00108	N00109	N00112	N00114	N00115	N00116	N00117	N00119	N00120	N00121	N00123	N00125	N00127	N00129	N00133	N00134	N00136	N00138	N00140	N00141	N00143	N00144	N00146	N00148	N00150	N00153	N00154	N00157	N00159	N00161	N00164	N00166	N00170	N00172	N00174	N00176	N00177	N00178	N00179	N00180	N00182	N00184	N00185	N00186	N00188	N00190	N00192	N00193	N00194	N00195	N00197	N00198	N00199	N00200	N00201	N00202	N00203	N00205	N00207	N00209	N00211	N00213	N00215	N00216	N00217	N00219	N00221	N00222	N00223	N00225	N00228	N00229	N00230	N00234	N00236	N00237	N00240	N00241	N00242	N00243	N00244	N00246	N00248	N00254	N00255	N00256	N00257	N00263	N00265	N00267	N00269	N00272	N00275	N00277	N00278	N00279	N00284	N00285	N00286	N00287	N00291	N00292	N00294	N00297	N00299	N00300	N00313	N00319	N00326	N00328	N00329	N00356	N00357	N00358	N00360	N00362	N00364	N00366	N00367	N00368	N00370	N00371	N00372	N00373	N00378	N00380	N00383	N00385	N00387	N00391	N00395	N00398	N00399	N00401	N00403	N00404	N00408	N00410	N00412	N00414	N00415	N00417	N00418	N00420	N00422	N00424	N00428	N00430	N00431	N00432	N00436	N00440	N00442	N00446	N00447	N00449	N00453	N00457	N00460	N00461	N00469	N00471	N00472	N00473	N00474	N00477	N00479	N00481	N00483	N00485	N00487	N00488	N00489	N00496	N00497	N00499	N00501	N00505	N00507	N00510	N00513	N00514	N00515	N00518	N00520	N00522	N00525	N00529	N00650	N00652	N00654	N00656	N00657	N00658	N00661	N00665	N00667	N00669	N00671	N00673
Clostridiaceae 5290	0	0.000199177	0	0.000184366	0	0.020017219	0.00013369	0	0	0	0	0	0	0.001668521	0	0	0	0	0	0	0.000348205	0	0.000532765	6.84346e-05	0	0	0	0.001563547	3.77943e-05	0	0.000381301	0.000691922	0.001969231	0	6.39386e-05	0	0	0	0	0	0.010740315	0	0	0	0	0	5.3135e-05	0	0	0	0	0	0	0	0	0.000299969	0.000453851	0	0.000236407	0.000573066	0	0	0.000112594	0	0	0	0	0.000672948	0	5.31208e-05	0.000491803	0	0	0.000260213	0	0	0	0	0.000721241	0	6.05144e-05	0	0	0	0	0.002180842	0	0	0	0.000160972	0.000156838	0	0.000462663	0.000154791	0	7.93777e-05	0.00051573	0.000429277	0	0.007036404	0.000124789	0.003501167	0.003108003	0	0	0	0	0	0	0	0	0	0	0	0.000270354	0	0	0.000239406	0	0	0	0	0	0	0.002128824	0.003921303	0.000912575	0	0	0	0	0	0	0	0	0	0	0	0	0.000118977	0	4.38078e-05	0	8.56018e-05	0	0.000188466	6.222e-05	0	0	0	0.000126847	0	8.026e-05	0.000357696	0	0	0	0	0	0	4.24358e-05	0	1.73901e-05	0	0	0	0.000208102	0.00038208	0	0.000652209	0	0	0	0	7.08516e-05	0.001494349	0.000263759	0	0	0	0	0	0	0	0.000133032	0.003512881	0	0.000151149	0	0	0	0	0	0	0	0	0	0	0	0.000179244	0	0.00337539	0	0	0	0	0	0.000356633	0	0	4.40762e-05	0	0.00021245	0	0.000118133	0.012582057	0.000668258	0.000415907	0.019909678	0.02709894	0.000662769	0	0.00285831	0	0.000416031	0.000645313	0.00016257	0	0	0	0.000874738	6.64584e-05	0.000502008	0.011890262	0	6.83761e-05	0.000214138	0.000123579	0	2.68356e-05	0.000198728	0	4.14886e-05	0	0	0	0	0	0	0.010239951	0	0	0	0	0
Bifidobacterium 125	3.16516e-05	0.001693002	0	0	0.050901687	0.000753336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003090316	0	0	0	0	0	0	0	0.002003099	0.009730735	0	0	0	0.002091664	0	0	0	0	0	0	0	6.19944e-05	0	0	0	7.42776e-05	0	0	0	0	0	0.000313534	0	0.000344293	0	0	0	0	0	0	0.16930353	0.175590035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000805448	0.000558308	0	0	0	0	0.000250878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289519	0	0	0	0	0.000201837	0.000297309	0.000136416	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003965549	0	0	0	0	0	0	0	0	0	0.015341004	0	0	0	0	0	0	0.000197887	0	0	0.003363914	0	0	0	0	0	0	0	0.000446668	0	0	0	0	0	0	0	0	0	0	0.000527519	0	0.009184727	0	0	0	0	0.000306185	0.000133032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001633026	2.32786e-05	0	0	0	0	0.001162706	0	0	0	0	0	0	0.000254842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003282051	0	0	0	0	0	0	0	0	0	0	0.006221198	0.003940174	0	0	0	0	0	0	0.0104881
Bifidobacterium 155	0	0	0	0	0.005817336	0.000107619	0	0	0	0	0	0	0	0	0	0.00011374	0	0	0	0	0.00039173	0	0	0	0.000279929	0	0	0	0.000453532	0.000697127	0	0	0	0.000184559	0	0	0	0	0	0	0	0	8.0215e-05	0	0	0.000148555	0	0	0	0	0	0.00024386	4.95172e-05	0.002754347	0	0	0	0	0	0	0.022464951	0.029611014	0	0	0	6.40779e-05	0	0.001345895	0	5.31208e-05	0	0	0	0.000260213	0	0	3.48943e-05	5.23095e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201837	0	0.000136416	0	0	0	0	0	0	0	0	0	0	0	0	0.000348594	0.002106698	0	0	0	0	0	0	0	0	0.0003111	0.001334	0	0	0	0	0	0	7.91546e-05	0	0	0.001376147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08516e-05	0	8.79198e-05	0	0.003818369	0	0.000434342	0	0	0	6.65159e-05	0	0	0	0	0	0	0	0	0	0	0.000204457	0	0	0	0	0.000195963	0	0	5.82072e-05	9.40557e-05	0	0.000290677	0	0	0	4.40762e-05	0	0	0.000254842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410256	0	0	0	0	0	0	0	0	0	0	0.000844854	8.04117e-05	0	0	0	0.000133458	0	0	0.00453812
Clostridiaceae 3421	0	0	0	9.21829e-05	0	0.000107619	0	0	3.29663e-05	0	0	0	0	0	0	0	0	0	0	0	0.000435256	0	0.000152219	0.000136869	0	0	0	0	7.55886e-05	0	0.000457561	0.000518941	0	6.15195e-05	0	0	0.00058674	0	0	0	9.58957e-05	0	4.01075e-05	0	0.027001688	0	0	0	0	0	0	6.96743e-05	0	0	0	0.012442706	0.012731703	0.002556611	0.000472813	0.003033878	0	0	5.62968e-05	0.000403616	5.01681e-05	0.000128156	0	0	0	0.000265604	0.000163934	5.13927e-05	0	0	0	0	0	0	0.001622791	0	0	0	0	0	0	0.000167757	9.93838e-05	0	0	0.087246972	0	0	0.009715925	0.04932666	4.77031e-05	0.042347992	0	0	0	4.88639e-05	6.23947e-05	8.33611e-05	0.000259	0	0	0	0	0.005218743	0.01423221	0	0	0	0	0	0.13540862	0	0	0	0	0	0	0	0	0	0	6.76087e-05	0	2.989e-05	0	0	0	0	0	0	0	0	0	0	8.92538e-05	0	0	0	0	0	0	0	0	0	9.7229e-05	0	0	0	4.013e-05	0.000238464	0	0	0	0	0	0	0	0	0	0.042400371	0	0	0.001179245	0.001241761	0	0	0	0	0	0	0	9.33968e-05	0	0	0	0	0	0	0	0	0	0	0	0.000755744	0	0	0	0	0	0	0	0	0	0	6.87191e-05	0.000179244	0.002286237	0.000116393	0	0	0	0	3.63346e-05	5.94389e-05	0	0.000266584	0.000352609	0	0	0	5.90667e-05	0.000273523	0.001145585	0.000159964	0.155392609	0.231425764	0.000591758	0	0	0.001376299	0	0.000175994	0.000227598	0	0	0	0.000174948	0	0	0.039034859	0	6.83761e-05	0.000187371	0.000123579	0	0	0.000198728	4.1115e-05	0.017591171	0	0	0	0	0	0	0.000152835	0	0.000133458	0	0	0
Pasteurellaceae 191	0	0.000165981	0.00010102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013186629	0.010857292	0	0.000130577	0	0	0	0	0.000658948	0	0	0	0	0	0	0	6.15195e-05	0.000511509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009130752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308976	0.000607165	0	0	0	0.000313857	0	0	0.000726172	0	0	0	0.00796755	0	0	0	0	4.02431e-05	0.003685696	0.00316403	0.000185065	0.001651102	0	0	0	0	0.000176835	0.000732959	0	0.001333778	0.012432012	0.000133994	0	0	0	0	0	0	0	0	0	0	0.000231732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000601413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.222e-05	0	0.002236266	0	0	0	0	0.000119232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000477601	0	0	0	0	0	0.000394477	0	0	0	0	0	0	0	0.014551704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281829	0	0	0.000708801	0	0	0	0	0	0	0.001392111	0	0	0	0.000234659	6.5028e-05	0.00062822	0.002897044	0	0.005248425	0	0	0	0	0	0	0	0	2.68356e-05	0.006756757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonellaceae 252	0	0.021245519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001035489	0.000130608	0.008264463	3.77943e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.29915e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016889	0	0	0	0	0	0	0	0	0.000102785	0	0	0	0	0	0	0.002344032	0	0	0	0	7.33999e-05	0	0.009981547	0	0	0	0	0	0	0	0	0	0	0	0	0.000353669	9.77278e-05	0	0	0	0	0	0	0	0.000666223	0	0	0	0	0	0.000116945	3.8622e-05	0	0.000579039	0	0	0.000132696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.222e-05	0	0	0	0.00088793	0.001512573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000763041	0	0.000148827	0.005869884	0	0.013551402	7.74234e-05	0	0.001062775	0	0	0	0	0	0	0	0	0.002755664	0	0	0	0	0	0.000717875	0.005315158	0	0	0	0	0	0	0	0	0.000179244	0	0	0	0	0	0	0	0	0	0.003687742	0	7.04573e-05	0.002761844	0	0	0.000547046	0	0	0.000145681	0	0	0	0	0	0	0	3.2514e-05	0.001633371	0.000371416	0	0	0	0.000376506	0	0	0	0	0	0	0	0	0	0	0	0.005025126	0	0	0	0	0.00030567	0	0	0	0.013167094	0
Lachnospiraceae 5609	0.326264481	0.003020847	0.000134694	0	0	0.000107619	0.00013369	0.008153692	0.041405683	0.416500994	0.012136946	0.019726052	0.0144205	0.001112347	0.030109958	0.006028207	0.235809402	0.067277003	0.053765309	0.280096457	0.025418934	0	0.039957379	0.083832335	0.001959504	0.000188271	0.029256188	0	0.050077478	0.219536991	0.082284756	0.059332295	0.046830769	0.21451861	0.160933504	0.239839181	0.078623118	0.095107584	0.514270328	0.008863486	0.014959724	0.345122594	0.001243332	0	0.483030189	0.087201961	0.061105207	0.088818974	0.11623668	0.227373435	0.162473719	0.05242989	0.08794256	0	0.000761615	0.171546159	0.160925855	0	0.108037825	0.075037923	0	0.000218531	0.09964533	0.082822086	0.000200672	0.132128668	0	0	0.01248074	0.018857902	0.056393443	0.159548772	0.001544879	0.000346951	0.000137533	0.036977374	0.0322772	0.001778522	0.142985936	0.164999019	0.11806354	0.094831912	0	0.089401057	0.049109083	0.000754907	0.11707414	0	0.000373972	0.284317276	0.105316813	0.219483764	0.009438327	0.051287343	0.000810953	0.470550881	0	0.000643915	0	0.18988517	0.205590566	0	0.000518001	0.009245612	0.395461529	0.000201979	0	0.16500111	0.13670412	0.00527823	0.008104666	0	0	0.000467782	0.193380195	0.11353832	0.064997105	0	0.000172741	0	0	0.16459784	0.134235172	0.09549144	0.152119701	0.184098438	0.057218471	0.009206121	0	0	0	0.077883025	0.17697479	0.015255758	0.135666053	0.403577078	0.000116198	0.127765041	0.040074973	0.0297442	0.01309002	0.015858413	0.000315259	0	0.000412738	0.012627214	0.107827277	0.356011339	0	4.90388e-05	0.031140991	0.003214218	0.120309804	0.095743412	0.021767523	0.279400961	0.084809076	0.00175841	0.168382798	0.05665869	0.090345852	0	0.003877991	0.443466172	0.096517333	0.056637484	0.052302997	0.05358678	0.10757233	0	0.0578369	0.004672897	0.028801487	0.035108481	0.029615984	0	0	0.230369515	0.108565531	0	0	0.001031223	0	0.169320269	0.4221764	0.024590164	0.021195824	0	0.005443849	0.031689058	0.025637819	0.020697477	0	0	0	0	0.13241206	0.101888517	0.008521165	0.006632013	0.134692011	0.182759905	0	0.000116414	0.111032731	0.120829138	0.123464864	0.000237756	0.216613033	0.032478784	0.165550071	0.039737899	0.007860633	0	0.011695216	0.234956236	0.095847255	0.096170458	0.113776526	0.094989562	0.144010226	0.049342614	0.019599837	0.000854255	0.332686174	0.002991904	0.002406035	0	0.148492052	0.126780501	0.000524843	0.28407656	0.048694779	0	0.106715993	0.005470085	0.009930673	0.005808206	0.000323939	0.151916058	0	4.1115e-05	0.240550969	0.000318066	0	0.19799931	0.186789555	0.168462528	0	0.053797952	0.006300985	0.078873615	0.000749384	0	0.02763211
Lachnospiraceae 3410	0.000158258	0.000132784	0	0	0	0	0	0	6.59326e-05	0.000596421	3.24517e-05	0	5.36078e-05	0.001112347	0	0	0.000128349	0	0	0.000185494	4.35256e-05	0	0	3.42173e-05	0	0	0	0	3.77943e-05	0.000174282	7.62602e-05	0	0.000123077	6.15195e-05	6.39386e-05	0	0.00019558	0.000122719	0.000269251	8.28363e-05	0.000191791	0.000278975	0	0	0.000375023	0	0.00010627	8.06712e-05	3.50533e-05	0.000166168	7.25005e-05	0	4.95172e-05	0	0.000190404	7.19925e-05	0.000143321	0	0	0	0	0	0.000112594	0	0	6.40779e-05	0	0	0	0	0	2.56964e-05	0	0	0	7.32225e-05	0	0	0.00018031	0	6.05144e-05	0.000250878	0	0	0	0	0.000298151	0	0	4.02431e-05	7.84191e-05	0	0	0.000103194	0	0.0003572	0	0	0	0.000146592	3.11974e-05	0	0	0.000133994	0.010282473	0	0	0.003886298	0.00349563	0	0.000231562	0	0	0	0.005136722	0.003396053	0.002026636	0	0	0	0	0.003733979	0.005500223	0.002319078	0.003831884	0.005341086	0.001368863	0.00020923	0	0	0	0.002556007	0.005042017	0.00119653	0.004297115	0.009490206	0	0.004151434	0.000714031	0.000594884	0.000238543	0.000350462	0	0	0	0.000471165	0.00286212	0.012339503	0	0	0.000824507	0.000189072	0.003090012	0.001907714	0.000356196	0.007459734	0.001936912	7.64526e-05	0.003028468	0.002134403	0.003225122	0	6.95604e-05	0.010542169	0.002412933	0.001340004	0.001734184	0.000955201	0.002827718	0	0.001156738	0	0.000541963	0.000920447	0.000637665	0	0	0.00404157	0.003199174	0	0	0	0	0.002449479	0.009378742	0.000702576	0.000949067	0	0	0.00143575	0.001375688	0.000850581	0	0	0	0	0.003015075	0.00563509	0.000412314	0.000179244	0.006532105	0.009823549	0	0	0.006348758	0.006631714	0.00628588	0	0.011665326	0.001199627	0.008286319	0.002536462	0.001062248	0	0.000767868	0.01285558	0.004200477	0.005086861	0.006264265	0.004502845	0.006296305	0.002938902	0.00122499	0	0.014145056	0.000293324	0.00016257	0	0.008171148	0.006458462	0	0.01565096	0.002886546	0	0.005122368	0.000273504	0.000588881	0.000494315	0	0.006118506	0	0	0.013649753	0	0	0.001839715	0.001766513	0.001366999	0	0.000458505	0	0.000934205	0	0	0.000201694
Lachnospiraceae 5130	0.000253213	0.006108087	0	0	0	0	0	0	0	0.002982107	0.011066039	0.017332329	0.010935992	0	0	0	0.00789347	0	0	0.053051382	0.000696409	0	0.003120481	0.005988024	0.003359149	9.41354e-05	0.008358911	0	0.003855021	0.002265664	0	0	0.001292308	0	0	0	0.00058674	0.001349914	0	0.000165673	0	0.000867921	0	0	0	0.00475377	0.002019129	0.026218135	0.015107964	0	0.000145001	0	0	0	0	0	0	0	0	3.37098e-05	0	0	5.62968e-05	0	0	6.40779e-05	0	0	0	0.021354582	0	0	0	0.000693902	0	0.000951893	0.000348943	0	0	0	0.008290469	0.011289513	0	0.0002936	0	0.001929207	0.002186444	0	0	4.02431e-05	0	0	0	0.000309582	4.77031e-05	0	0	0	0	0.000488639	0	0	0	0	0	0	0	0.003220076	0.001498127	0.000617665	0	0.002574003	0	0	0	0	0.001447597	0	0	0	0	0.029770915	0.025568604	0.00075029	0	0	0	0	0	0	0	0.003307773	0.003361345	0.000149566	0.001125435	0	0	0.001053349	0	0	0.000149089	0.000438078	0	0	0.008540496	0	0.00037332	0.037185259	0	0	0.004947041	0.001323502	0	0.000238464	0.00265168	0	0	0	0.003937008	0	0	0	0.000104341	0.006835032	0.001689053	0.000804002	0	0	0.000148827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122474	6.65159e-05	0	0	0	0.000702432	0.006153215	0.006315658	0	0	0	0.001315789	0	0	0	0.004191864	0	0.001502384	0.005051446	0.012020407	0.022409779	9.40557e-05	6.9442e-05	0.02274544	0	0.003218021	0.002221531	0.001057828	0.00077503	0	0	0	0	0.000668258	6.39857e-05	0.001359685	0.001903475	0.001041494	0.000309358	0	0	0	0.000234659	3.2514e-05	0	0.004159857	0	0	0.00043198	0.000753012	0	0	0.001641026	0.000133837	0	0	0.003622799	0	0	4.14886e-05	0	0	0	0	0	0	0.003056702	0.000337553	0.001468037	0	0	0.003428802
Lactobacillales 4645	0.000569728	0	0	0	0.012507272	0.001399053	0	0	0.000857124	0	0	0	0	0	0	0.000398089	0.004107172	0.000335965	0	0	8.70511e-05	0	0	6.84346e-05	0	0.007530829	0	0.019209292	0.001965305	0.000580939	0.000305041	0	0	0	0.000575448	0.000146199	0.00019558	0	0	0	0	0.000681938	0	0	0.001031314	0	0.00031881	0	0	0	0.000507504	0.000348371	0.000297103	0	0	2.39975e-05	0	0.00073046	0	0	0.000675638	0.004261364	0	0	0.001053529	0	0.000107735	0	0	0	0	0.002646726	0.006025027	0.000607165	0	0	6.97885e-05	0.003818591	0.006130545	0	0	0	0.000576369	7.33999e-05	0.001014052	0.032796511	0	0	0.004300673	4.02431e-05	0.001882058	0	0.000185065	0.000412775	0.001574202	0.0003572	0.002062919	0	0.001768347	0.001563645	0.000748737	0.000416806	0	0.006029747	0.000236379	0	0	0.002220742	0	0	0	0	0	0	0.000733817	0	0.00492183	0.043811348	0.028156849	0.002653928	0.002001848	0.000504592	0	0.000818498	0.001459765	0	0	0	0.000931207	0.027131783	0.005325444	0	0	0.000299133	0.000204625	0.002311717	0.002091564	0	0.000267762	0	0.000238543	4.38078e-05	0.02332913	0.000599212	0	0.000188466	0	0.00016675	9.7229e-05	0.000686544	0.00088793	0.010020798	4.013e-05	0.000357696	7.91546e-05	0.00090421	0.000276702	0	0	0	0.000466794	0.002766252	5.21703e-05	0.003938832	0	0	0	0.00019104	0.001994285	0.043371922	0	0.041121495	0.00046454	0.001314924	0.001062775	0.000653778	0.003692632	0	0	0.008775685	0	0	0	0	0.001396834	0.00117096	0	0.000755744	0	0.000410214	0.000562781	0.004536433	0	0.002408091	0	0	0	0	0	0	0	0.001955398	0.000209658	0	0	0	0.00039968	0	0.000201126	0.004087617	0.000132228	0.000493201	0.003824092	0.000254842	0	0.000820569	0	0	0.000437042	2.04675e-05	0.000236703	0.005413766	0.00122499	0.000379669	0	0.000234659	0.000617766	0.0403317	0	0.00212333	0.000874738	0.00083073	0.000502008	0	0	0	0.004657512	0.008650519	0	2.68356e-05	0.006756757	4.1115e-05	0	0.09971374	0.003350084	0	0	0	0	0.002445361	0	0	0.00064233	0.025052435	0
Bifidobacterium 3685	0.010255112	3.31961e-05	0	0.00479351	0	0.000107619	0	0	0	0	0.001719942	0.001019549	0.000375255	0	0	0.029231119	0	0.002855703	0.002432033	0	0.003220892	0	0.001522186	0.001539778	0.088364281	0.00122376	0.00097956	0	3.77943e-05	0.02021669	0	0	0.000246154	0.005475238	0	0	0	0	0.000134626	0.000579854	0	0.005455504	0.017486865	0	0	0.012404368	0.015037194	0	3.50533e-05	0.000387726	0.001015008	0.411949138	0.012181233	0.001721467	0	9.599e-05	2.38869e-05	0	0	0	5.63031e-05	0	0	0	0.000200672	0	0	0	0.022496148	0	0.01	0.000205571	0	0	0	0.005052354	0.006001815	0.009991107	0	0	0	0	0	0	0	0	0.017590936	0	0	0	0.000313676	0	9.25326e-05	0	0.006392215	0	0	0	0	0.001075006	0	0	0	0	0	0	0	0.000222074	0	0	0	0	0	0	0	0.005415328	0	0	0	0	0	0.009889999	0.008027352	0.048086761	0	0	0	0.00116571	0.054475614	0	0	0	0	0	0	0	0.000348594	0.074663858	0	0	0.000149089	0.000131423	0	0	0	0	0.004977601	0.004502251	0.000291687	0.000245194	0	0	4.013e-05	0.000119232	0.000712392	0	0	0.095412844	0.010599637	0.000194037	0	0	0.001286867	0.000347544	0	8.93336e-05	0	0.00028656	0	0.000489157	0	0	7.74234e-05	0.000131492	0.022247414	0	0.000351679	0	0.001857585	0	0.022875344	0.00011458	0.000580889	0.005511329	0.017094586	0	0	0	0.001053648	0	0.000562781	0	0.000468165	0.292021191	0	0.000204457	0	0	0	0	6.53211e-05	0	0	0	0.00282167	0	7.26691e-05	0.000237756	0	0.000533167	0.002027504	0.001479603	0	0.00637105	0	0	9.54654e-05	3.19928e-05	0.000194241	0.000695894	4.73406e-05	0	0	0	0	0.001759944	0.002275979	0	0	0	0	0	0	5.80013e-05	0.009106431	0	0.000214138	0	0	0	0	0	0	0	0	0.001379786	0.001382488	0	0	0	0.000281294	0.006139063	0.000321165	0	0.040338846
Pasteurellaceae 4451	0.001012851	0.000564334	0.001380611	0	0	0.005380973	0.003877005	0	0	0	0.001330521	0	0	0	0.000411057	0.006881256	0.000192524	0.00201579	0.004864067	0	0.260718172	0	0	0	9.33097e-05	9.41354e-05	0	0.018762564	0.001700745	0.000580939	0	0	0	0	0.000383632	0.000877193	0	0.000613597	0	0.001242545	0.000863061	0.000743932	0	0.002419901	9.37559e-05	0	0	0	3.50533e-05	0	0.000797506	0.027347152	0.000940827	0	0	9.599e-05	7.16606e-05	0.00073046	0	0	0.190473509	0.199191434	0	8.07233e-05	5.01681e-05	0	0.004955828	0.03230148	0	0.003984064	0.005737705	2.56964e-05	0.013285957	0.000954116	0.004676111	0	6.97885e-05	0.065909923	0.009556437	0	0.010771558	0.003010537	0	0.001321198	0.044473417	0.00402617	0.000993838	0	0	0	0.033249686	0.025145712	0.001387989	0	0	0.002143197	0.00051573	0.003434213	0	0.018470559	0.003837275	0.004251417	0.030562031	0.001071955	0	0.00010099	0	0	0.000998752	0	0	0	0.008264463	0.001052508	0.009848602	0.016245984	0.003329473	0.001197031	0.000172741	0.043789809	0	0.017156121	0.017987216	0.000272833	0	0	0	0	0	0	0.000295858	0.000150353	0	0	0	0	0.005345108	0	0.0023206	0.003212374	0	8.76155e-05	0	0	0	0	6.222e-05	0.0003335	0.000291687	0.000637505	0.002410097	0.001323502	0.001926241	0.001192321	0.000949856	0.001751907	0	0.00030581	0.001817081	0	0	0.007903576	0	0.000115848	0	0	0.001179245	0.001337281	0	0.002445785	0	0	0.002787241	0.001972387	0.000354258	0.002988699	0.03824512	0.002501925	0	0.120719178	0	0.001031223	0	0	0.022415857	0	0.038595381	0.012545345	0	0.001948518	0.003314157	0	0	0	0	0	0	0	0.00075591	0.000537731	0.006989353	0.0003259	0.005590887	0.003259604	9.40557e-05	0	0.002434416	0	0	0.01715022	0.000484838	0.002184175	0	0	0.005316007	0	0	0	0.002233769	0	0.000331384	0.000309358	0.00163332	0	0.000138677	0.004693183	0.003478996	0	0	0.000619305	0.046361092	0.003987506	0	0.004176092	0	0.004512821	2.67673e-05	0	0	0.000992915	0.000198728	0	0	0	0	0.00103484	0	0	0.00773894	0	0.002587904	0.001868411	0	0	0.000302541
Lachnospiraceae 2572	0.001044502	0	0	0	0	0	0	0	0.021329202	0.000198807	0.000162259	4.43282e-05	0	0	0.000719351	0.000511829	0.006642066	0	0	0	0.001001088	0	0.011644722	0.02716852	0	9.41354e-05	0.002155032	0	0.021127027	0.054898771	0	0	0.003015385	0.023500461	0	0	0.006258557	0.013090076	0	0	0.006712697	0.000371966	0	0	0.17663604	0.000965609	0.000371945	0.018715715	0.02895401	0.043702227	0.049082868	0	0.063183956	0	0.000190404	0.016786254	0.021139882	0	0	3.37098e-05	0	0	0.004165963	0.002340975	0	0.059015763	0	0	0.002311248	0.000159363	0.000819672	0.061876863	0	0	0	0	0	0.006695611	0.015686982	0.033352953	0.031467474	0.023080783	0	0.029359953	0.02259887	0	0.021466905	0	0	8.04861e-05	0.014429109	0.014321399	0.004811696	0.01661421	0	0.022702016	0	0	0	4.88639e-05	0.049385412	0	0	0	0	0.00010099	5.48667e-05	0	0	0.001965298	0.003068195	0.001287001	0	0.000116945	0.025953963	0	0.017371164	0	0	0	0	0	0	0	0	6.76087e-05	0.001003833	0	0	0	0	0.006164487	0.006722689	0.000299133	0.00317168	0	0	0	0.033737951	0.033670434	0.015773623	0.011170982	0	0	0	0.002732755	0	0	0	0	0.092281347	0	0.01926241	0.008227018	0.036015356	0	0	0	0.028770442	0	0	0	0.006156093	0	0.035309258	0.006968019	0	0	0.094773187	0	0.006362059	0.001168224	0	0	0.012824146	0.001961334	0.024881308	0.017513472	0.007946336	0	0	0	0	0.010104103	0.066515897	0.007962529	0	0	0.000175608	0	6.25313e-05	0	0	0	0	0.000204457	0.009045226	0.000456899	0.008864761	0.015594193	6.53211e-05	0.043321384	0	0	0.002304364	0	0.000218007	0	0.000201126	0	0.031867066	0.020009864	0	0	0.017365623	0	0	6.39857e-05	0.002282329	0.002804044	0.010201908	0.017169374	0.003062474	0.001613592	0.017195951	0.00011733	3.2514e-05	0	0.065146338	0	0	0.095600452	0.090737952	0.16773969	0	6.83761e-05	0.003747424	0.000247158	0	2.68356e-05	0	0	4.14886e-05	0	0	0.00793377	0.003686636	0.002975233	0	0.103622192	0.001068917	0.010543174	0	0	0
